neg,neu,pos,compound
0.148,0.769,0.083,-0.9092
0.022,0.84,0.138,0.9481
0.131,0.72,0.15,0.7759
0.079,0.78,0.141,0.9538
0.153,0.745,0.101,-0.6266
0.028,0.739,0.233,0.9856
0.017,0.756,0.228,0.9607
0.046,0.889,0.065,0.4617
0.0,0.712,0.288,0.9691
0.111,0.83,0.059,-0.9292
0.065,0.77,0.165,0.8813
0.08,0.846,0.074,-0.0361
0.155,0.845,0.0,-0.9481
0.069,0.798,0.132,0.5859
0.11,0.831,0.059,-0.8775
0.036,0.845,0.119,0.8905
0.01,0.8,0.191,0.9848
0.025,0.799,0.176,0.9406
0.098,0.868,0.034,-0.891
0.139,0.683,0.178,0.6563
0.131,0.845,0.024,-0.8386
0.04,0.887,0.073,0.8704
0.075,0.885,0.04,-0.6324
0.133,0.829,0.038,-0.9565
0.135,0.82,0.045,-0.9667
0.138,0.81,0.052,-0.957
0.11,0.765,0.125,0.4446
0.111,0.859,0.03,-0.8802
0.114,0.805,0.08,-0.3239
0.086,0.868,0.045,-0.7753
0.083,0.784,0.133,0.8366
0.0,0.759,0.241,0.9182
0.077,0.905,0.018,-0.765
0.065,0.863,0.073,0.4191
0.1,0.749,0.151,0.8777
0.0,0.76,0.24,0.9958
0.083,0.89,0.028,-0.9595
0.105,0.853,0.042,-0.7783
0.074,0.816,0.11,0.8532
0.147,0.784,0.069,-0.916
0.014,0.751,0.234,0.9936
0.127,0.825,0.048,-0.4767
0.15,0.689,0.161,-0.007
0.057,0.885,0.058,0.6092
0.0,0.917,0.083,0.8315
0.122,0.719,0.159,0.4115
0.011,0.886,0.103,0.9951
0.067,0.813,0.12,0.6904
0.061,0.833,0.106,0.4398
0.104,0.823,0.073,-0.9675
0.126,0.839,0.035,-0.8779
0.057,0.877,0.066,0.5952
0.048,0.761,0.191,0.9782
0.079,0.875,0.046,-0.9495
0.068,0.871,0.061,-0.1975
0.078,0.779,0.143,0.924
0.047,0.811,0.142,0.9221
0.061,0.861,0.078,0.8414
0.024,0.819,0.157,0.8626
0.025,0.7,0.274,0.9969
0.135,0.838,0.028,-0.8588
0.149,0.812,0.038,-0.9179
0.043,0.827,0.129,0.9284
0.054,0.778,0.169,0.9072
0.08,0.815,0.105,0.8382
0.087,0.858,0.055,-0.296
0.031,0.723,0.247,0.9836
0.071,0.787,0.142,0.7635
0.051,0.741,0.208,0.9915
0.071,0.861,0.068,-0.0678
0.088,0.81,0.102,0.3474
0.0,0.748,0.252,0.9727
0.043,0.957,0.0,-0.3923
0.038,0.92,0.043,0.1147
0.028,0.941,0.031,0.1531
0.138,0.804,0.058,-0.8673
0.034,0.908,0.058,0.5279
0.027,0.743,0.23,0.9623
0.056,0.819,0.125,0.9286
0.091,0.882,0.028,-0.8883
0.034,0.784,0.183,0.9979
0.045,0.765,0.19,0.9937
0.083,0.834,0.083,0.0257
0.062,0.844,0.094,0.8296
0.071,0.722,0.208,0.9422
0.098,0.833,0.069,-0.2359
0.108,0.856,0.036,-0.9673
0.054,0.869,0.077,0.1027
0.156,0.711,0.133,-0.2294
0.0,0.959,0.041,0.34
0.031,0.895,0.074,0.6757
0.0,0.94,0.06,0.7425
0.027,0.853,0.12,0.8608
0.149,0.851,0.0,-0.9418
0.064,0.906,0.03,-0.8633
0.129,0.826,0.045,-0.9481
0.0,0.761,0.239,0.9606
0.058,0.818,0.123,0.9401
0.072,0.829,0.099,0.8232
0.023,0.859,0.119,0.8225
0.09,0.842,0.068,-0.3818
0.048,0.872,0.08,0.6331
0.073,0.822,0.105,0.7834
0.059,0.879,0.063,0.4079
0.086,0.8,0.114,0.6673
0.091,0.861,0.048,-0.5023
0.035,0.857,0.108,0.9378
0.059,0.826,0.115,0.9419
0.033,0.797,0.17,0.7089
0.049,0.852,0.099,0.9526
0.106,0.768,0.126,0.7421
0.056,0.778,0.166,0.9613
0.0,0.873,0.127,0.8519
0.148,0.794,0.058,-0.9774
0.084,0.793,0.123,0.8928
0.092,0.871,0.037,-0.8402
0.125,0.825,0.05,-0.8237
0.071,0.878,0.051,-0.3102
0.102,0.856,0.042,-0.9826
0.074,0.901,0.026,-0.9427
0.046,0.938,0.015,-0.3716
0.038,0.922,0.04,0.09
0.087,0.756,0.157,0.9159
0.052,0.872,0.075,0.8291
0.038,0.765,0.197,0.995
0.112,0.785,0.103,-0.3269
0.124,0.822,0.055,-0.8176
0.148,0.751,0.101,-0.5719
0.078,0.751,0.171,0.9689
0.0,0.836,0.164,0.9042
0.123,0.735,0.143,0.1797
0.0,0.733,0.267,0.9912
0.02,0.771,0.209,0.9958
0.119,0.699,0.182,0.8096
0.195,0.756,0.049,-0.9556
0.107,0.814,0.08,-0.6251
0.035,0.842,0.123,0.9414
0.061,0.762,0.178,0.99
0.009,0.764,0.226,0.997
0.203,0.762,0.036,-0.9212
0.0,0.889,0.111,0.9555
0.0,0.835,0.165,0.8519
0.021,0.915,0.064,0.7881
0.06,0.886,0.053,-0.6703
0.059,0.88,0.062,0.4767
0.058,0.887,0.055,0.0559
0.072,0.813,0.115,0.9824
0.09,0.855,0.055,-0.9304
0.105,0.841,0.054,-0.8613
0.108,0.809,0.083,-0.5767
0.06,0.699,0.24,0.9286
0.0,0.899,0.101,0.8313
0.0,0.824,0.176,0.9775
0.038,0.865,0.096,0.8373
0.043,0.812,0.145,0.9046
0.0,0.765,0.235,0.9874
0.0,0.759,0.241,0.9715
0.019,0.755,0.227,0.9712
0.0,0.77,0.23,0.9712
0.013,0.869,0.118,0.9818
0.129,0.803,0.068,-0.8807
0.063,0.875,0.062,0.1528
0.036,0.863,0.101,0.8128
0.07,0.885,0.045,-0.0258
0.022,0.877,0.101,0.8996
0.0,0.935,0.065,0.5647
0.036,0.878,0.086,0.6808
0.053,0.78,0.167,0.9653
0.05,0.804,0.146,0.7906
0.112,0.645,0.242,0.8046
0.112,0.844,0.044,-0.8979
0.073,0.899,0.028,-0.6116
0.078,0.826,0.096,0.5799
0.047,0.91,0.043,-0.1983
0.104,0.756,0.139,0.9355
0.0,0.878,0.122,0.785
0.0,0.881,0.119,0.6249
0.083,0.753,0.165,0.8934
0.05,0.806,0.143,0.9351
0.073,0.753,0.174,0.9413
0.0,0.766,0.234,0.9472
0.092,0.82,0.088,-0.1796
0.056,0.856,0.088,0.9436
0.057,0.77,0.174,0.9674
0.098,0.73,0.172,0.746
0.0,0.694,0.306,0.9722
0.0,0.928,0.072,0.5574
0.077,0.842,0.081,0.2263
0.011,0.933,0.056,0.743
0.072,0.849,0.079,0.352
0.125,0.781,0.094,-0.3875
0.09,0.761,0.149,0.9028
0.075,0.776,0.149,0.9175
0.038,0.76,0.202,0.8591
0.0,0.882,0.118,0.7717
0.048,0.859,0.093,0.9513
0.019,0.779,0.202,0.9949
0.107,0.78,0.112,-0.3981
0.098,0.881,0.021,-0.9014
0.18,0.679,0.141,-0.4429
0.068,0.761,0.17,0.8149
0.149,0.77,0.081,-0.7876
0.089,0.687,0.224,0.9052
0.08,0.851,0.068,-0.4402
0.061,0.78,0.159,0.7783
0.063,0.913,0.024,-0.6553
0.031,0.763,0.206,0.9807
0.137,0.751,0.112,-0.5822
0.101,0.77,0.128,0.3755
0.082,0.828,0.09,0.207
0.096,0.752,0.152,0.7053
0.104,0.807,0.088,-0.2905
0.151,0.794,0.055,-0.836
0.054,0.76,0.186,0.9539
0.061,0.828,0.111,0.4933
0.083,0.792,0.124,0.7781
0.113,0.837,0.049,-0.9604
0.058,0.807,0.135,0.9905
0.0,0.885,0.115,0.7845
0.0,0.713,0.287,0.9923
0.023,0.762,0.215,0.9933
0.071,0.792,0.136,0.9022
0.021,0.927,0.052,0.3818
0.111,0.769,0.12,0.3854
0.041,0.838,0.122,0.921
0.016,0.767,0.217,0.9485
0.122,0.767,0.112,-0.2165
0.153,0.746,0.101,-0.7418
0.029,0.845,0.126,0.9595
0.075,0.852,0.074,0.2014
0.052,0.84,0.108,0.9716
0.075,0.912,0.013,-0.7706
0.024,0.807,0.169,0.9549
0.027,0.809,0.164,0.9807
0.215,0.785,0.0,-0.8807
0.083,0.838,0.079,-0.3499
0.103,0.796,0.101,-0.0558
0.11,0.793,0.097,-0.4723
0.03,0.874,0.096,0.9287
0.145,0.71,0.145,0.4413
0.045,0.694,0.262,0.9871
0.149,0.816,0.035,-0.9684
0.051,0.731,0.218,0.9468
0.037,0.904,0.059,0.25
0.082,0.893,0.025,-0.9301
0.018,0.746,0.236,0.9506
0.075,0.798,0.127,0.978
0.085,0.858,0.057,-0.7529
0.109,0.746,0.144,0.8519
0.037,0.823,0.14,0.9082
0.03,0.897,0.074,0.6886
0.0,0.628,0.372,0.971
0.109,0.751,0.14,0.296
0.025,0.886,0.089,0.8532
0.133,0.83,0.036,-0.918
0.024,0.839,0.137,0.8558
0.025,0.859,0.116,0.7906
0.103,0.833,0.064,-0.5346
0.0,0.761,0.239,0.9438
0.035,0.741,0.225,0.9809
0.053,0.904,0.042,-0.4096
0.035,0.965,0.0,-0.3585
0.094,0.728,0.178,0.9759
0.052,0.902,0.046,-0.1632
0.114,0.7,0.187,0.8718
0.104,0.749,0.147,0.8844
0.162,0.717,0.121,-0.9301
0.042,0.905,0.053,0.4621
0.077,0.884,0.039,-0.5239
0.077,0.836,0.087,0.0745
0.097,0.839,0.064,-0.6307
0.087,0.818,0.095,0.5684
0.128,0.716,0.155,0.6404
0.079,0.735,0.186,0.9845
0.018,0.673,0.309,0.9826
0.022,0.843,0.135,0.9766
0.083,0.826,0.09,-0.0635
0.061,0.871,0.068,0.0
0.042,0.871,0.087,0.6464
0.075,0.783,0.143,0.8625
0.157,0.754,0.089,-0.8307
0.109,0.822,0.07,-0.9214
0.066,0.702,0.233,0.9746
0.038,0.896,0.065,0.5191
0.0,0.757,0.243,0.9468
0.075,0.771,0.153,0.971
0.062,0.839,0.1,0.9779
0.067,0.873,0.06,-0.3835
0.011,0.811,0.178,0.9791
0.071,0.864,0.066,-0.1236
0.173,0.718,0.109,-0.6065
0.208,0.746,0.046,-0.8832
0.023,0.863,0.113,0.9001
0.114,0.886,0.0,-0.7836
0.059,0.887,0.054,-0.1376
0.105,0.845,0.049,-0.7929
0.085,0.733,0.181,0.8402
0.063,0.849,0.088,0.894
0.0,0.787,0.213,0.9227
0.089,0.911,0.0,-0.9746
0.019,0.789,0.192,0.9919
0.083,0.886,0.031,-0.8172
0.02,0.93,0.05,0.4795
0.022,0.797,0.18,0.9698
0.175,0.781,0.044,-0.9531
0.019,0.816,0.165,0.9695
0.0,0.769,0.231,0.9359
0.133,0.832,0.034,-0.9239
0.037,0.902,0.061,0.8948
0.084,0.863,0.053,-0.5099
0.023,0.82,0.158,0.9258
0.111,0.682,0.207,0.8969
0.051,0.655,0.294,0.9929
0.1,0.864,0.036,-0.8854
0.084,0.81,0.106,0.9436
0.035,0.922,0.043,0.0129
0.064,0.811,0.125,0.9411
0.106,0.728,0.166,0.8126
0.203,0.756,0.041,-0.9578
0.163,0.763,0.074,-0.9826
0.078,0.688,0.234,0.9663
0.058,0.85,0.092,0.7425
0.145,0.824,0.031,-0.8848
0.078,0.836,0.086,0.7718
0.181,0.766,0.053,-0.9915
0.0,0.896,0.104,0.7506
0.073,0.594,0.333,0.9682
0.14,0.792,0.069,-0.8943
0.064,0.834,0.102,0.6234
0.076,0.89,0.035,-0.9519
0.0,0.823,0.177,0.8481
0.052,0.879,0.069,0.4684
0.0,0.728,0.272,0.9522
0.074,0.722,0.205,0.8578
0.119,0.787,0.094,-0.9116
0.0,0.735,0.265,0.9779
0.082,0.888,0.03,-0.6801
0.0,0.77,0.23,0.9485
0.073,0.895,0.033,-0.7543
0.08,0.896,0.024,-0.8072
0.064,0.83,0.106,0.8269
0.043,0.699,0.258,0.8779
0.034,0.815,0.151,0.9361
0.097,0.797,0.105,0.6523
0.054,0.711,0.235,0.9687
0.107,0.834,0.059,-0.937
0.051,0.792,0.158,0.9371
0.093,0.829,0.078,-0.2268
0.0,0.735,0.265,0.9371
0.029,0.764,0.207,0.9267
0.023,0.657,0.321,0.9781
0.071,0.724,0.206,0.9078
0.014,0.816,0.17,0.9707
0.0,0.756,0.244,0.9584
0.052,0.828,0.12,0.9884
0.007,0.648,0.346,0.9991
0.044,0.699,0.257,0.9586
0.0,0.72,0.28,0.9838
0.042,0.958,0.0,-0.2952
0.051,0.844,0.105,0.6315
0.022,0.864,0.114,0.8402
0.133,0.743,0.124,0.0516
0.12,0.807,0.073,-0.8303
0.047,0.807,0.145,0.9673
0.039,0.833,0.128,0.9127
0.111,0.829,0.06,-0.9602
0.131,0.805,0.064,-0.7708
0.062,0.836,0.103,0.8378
0.143,0.779,0.078,-0.8976
0.043,0.923,0.033,-0.2656
0.057,0.787,0.156,0.7814
0.0,0.755,0.245,0.97
0.14,0.831,0.028,-0.9023
0.093,0.862,0.045,-0.9422
0.038,0.918,0.044,0.25
0.121,0.722,0.157,0.7002
0.144,0.814,0.042,-0.9135
0.208,0.792,0.0,-0.9039
0.089,0.858,0.053,-0.6022
0.209,0.791,0.0,-0.9838
0.04,0.838,0.122,0.6433
0.119,0.707,0.174,0.5252
0.08,0.572,0.348,0.9468
0.012,0.809,0.179,0.9794
0.037,0.766,0.196,0.9581
0.066,0.911,0.023,-0.7504
0.149,0.851,0.0,-0.9287
0.096,0.737,0.167,0.7326
0.055,0.743,0.202,0.9745
0.075,0.734,0.19,0.9332
0.06,0.94,0.0,-0.4404
0.047,0.807,0.145,0.9673
0.104,0.758,0.138,0.8481
0.039,0.833,0.128,0.9127
0.011,0.881,0.108,0.8986
0.077,0.9,0.024,-0.4767
0.094,0.783,0.123,0.25
0.031,0.869,0.1,0.9512
0.076,0.805,0.119,0.852
0.098,0.792,0.11,0.7393
0.01,0.899,0.09,0.9385
0.065,0.783,0.151,0.765
0.055,0.843,0.102,0.2732
0.083,0.711,0.206,0.9362
0.027,0.93,0.043,0.1901
0.114,0.799,0.087,-0.3975
0.058,0.874,0.068,0.5313
0.112,0.82,0.068,-0.7006
0.156,0.791,0.053,-0.9647
0.049,0.839,0.112,0.7845
0.109,0.804,0.087,-0.2023
0.068,0.855,0.077,-0.2144
0.017,0.868,0.116,0.9186
0.1,0.837,0.062,-0.9042
0.063,0.856,0.081,0.7164
0.04,0.946,0.014,-0.6351
0.057,0.805,0.138,0.4588
0.134,0.804,0.062,-0.8515
0.139,0.847,0.014,-0.9498
0.064,0.751,0.185,0.7553
0.084,0.746,0.17,0.8523
0.098,0.869,0.032,-0.6218
0.011,0.821,0.168,0.9816
0.052,0.803,0.145,0.7867
0.103,0.81,0.088,-0.5677
0.012,0.68,0.308,0.9885
0.22,0.664,0.117,-0.9045
0.091,0.848,0.061,-0.8498
0.145,0.724,0.131,0.0202
0.078,0.757,0.165,0.9853
0.0,0.939,0.061,0.5423
0.145,0.793,0.062,-0.8938
0.053,0.901,0.047,-0.1645
0.075,0.864,0.062,-0.2955
0.081,0.74,0.179,0.9321
0.061,0.911,0.028,-0.6119
0.11,0.849,0.041,-0.9398
0.0,0.786,0.214,0.9229
0.237,0.726,0.037,-0.9081
0.096,0.818,0.086,-0.3182
0.075,0.885,0.04,-0.9224
0.029,0.853,0.119,0.958
0.058,0.842,0.1,0.9001
0.059,0.836,0.105,0.3071
0.0,0.669,0.331,0.9771
0.128,0.814,0.058,-0.8659
0.035,0.811,0.154,0.9653
0.013,0.819,0.168,0.9836
0.105,0.86,0.034,-0.9658
0.065,0.749,0.186,0.9942
0.007,0.82,0.174,0.9905
0.021,0.723,0.256,0.9753
0.048,0.801,0.15,0.9534
0.034,0.938,0.029,-0.4484
0.029,0.881,0.09,0.8171
0.054,0.875,0.071,0.6046
0.057,0.907,0.036,-0.652
0.045,0.928,0.027,-0.5095
0.0,0.858,0.142,0.7436
0.1,0.85,0.05,-0.9698
0.048,0.83,0.122,0.9444
0.103,0.835,0.062,-0.5696
0.065,0.89,0.045,-0.4556
0.038,0.931,0.03,0.1999
0.045,0.68,0.275,0.9856
0.049,0.88,0.071,0.4051
0.064,0.91,0.026,-0.7096
0.0,0.693,0.307,0.985
0.105,0.798,0.097,-0.6939
0.114,0.829,0.058,-0.9001
0.071,0.84,0.089,0.6029
0.0,0.91,0.09,0.7227
0.043,0.906,0.051,0.2023
0.148,0.852,0.0,-0.9105
0.136,0.648,0.216,0.7417
0.018,0.773,0.209,0.93
0.084,0.773,0.144,0.8873
0.051,0.863,0.086,0.6325
0.11,0.753,0.137,0.3708
0.017,0.951,0.033,0.453
0.052,0.857,0.091,0.9337
0.022,0.929,0.048,0.716
0.061,0.727,0.212,0.9528
0.095,0.811,0.094,-0.0124
0.235,0.765,0.0,-0.9565
0.14,0.739,0.121,-0.4374
0.098,0.744,0.158,0.5627
0.019,0.767,0.214,0.9517
0.068,0.727,0.205,0.967
0.095,0.874,0.031,-0.5685
0.041,0.881,0.078,0.4825
0.125,0.847,0.029,-0.9654
0.014,0.804,0.181,0.9707
0.04,0.844,0.116,0.6249
0.059,0.89,0.051,-0.0976
0.0,0.799,0.201,0.9562
0.057,0.795,0.147,0.8251
0.077,0.779,0.144,0.8779
0.0,0.808,0.192,0.9742
0.209,0.72,0.071,-0.9774
0.084,0.892,0.023,-0.872
0.053,0.821,0.126,0.9319
0.073,0.721,0.206,0.9482
0.104,0.864,0.032,-0.9063
0.0,0.823,0.177,0.9438
0.096,0.745,0.159,0.8649
0.114,0.802,0.084,-0.8762
0.0,0.791,0.209,0.891
0.173,0.789,0.038,-0.9619
0.045,0.924,0.031,-0.4122
0.095,0.857,0.048,-0.8873
0.101,0.74,0.159,0.9803
0.106,0.861,0.034,-0.7345
0.126,0.634,0.24,0.9284
0.044,0.866,0.09,0.9045
0.059,0.8,0.141,0.9229
0.147,0.815,0.038,-0.9845
0.09,0.776,0.134,0.987
0.038,0.924,0.038,-0.046
0.111,0.81,0.079,-0.6198
0.063,0.835,0.102,0.5543
0.158,0.822,0.02,-0.9837
0.024,0.85,0.125,0.8772
0.052,0.891,0.057,0.4278
0.0,0.808,0.192,0.9598
0.054,0.806,0.14,0.9062
0.157,0.774,0.069,-0.9014
0.07,0.833,0.096,0.3134
0.0,0.789,0.211,0.9923
0.066,0.88,0.054,-0.4556
0.238,0.657,0.105,-0.9757
0.043,0.756,0.201,0.9659
0.076,0.881,0.043,-0.715
0.052,0.874,0.074,0.7717
0.171,0.781,0.048,-0.9749
0.074,0.781,0.145,0.7585
0.083,0.864,0.053,-0.8379
0.093,0.744,0.163,0.7778
0.094,0.838,0.068,0.0549
0.152,0.82,0.028,-0.8054
0.025,0.883,0.093,0.7964
0.066,0.731,0.203,0.9723
0.075,0.785,0.14,0.849
0.109,0.817,0.074,-0.3506
0.138,0.778,0.084,-0.8052
0.0,0.802,0.198,0.9847
0.06,0.908,0.032,-0.7214
0.054,0.903,0.043,-0.1759
0.0,0.677,0.323,0.9492
0.098,0.762,0.14,0.9739
0.106,0.861,0.033,-0.875
0.131,0.869,0.0,-0.9335
0.117,0.781,0.101,-0.5221
0.019,0.901,0.08,0.9327
0.093,0.833,0.074,-0.704
0.0,0.652,0.348,0.9451
0.208,0.729,0.063,-0.9631
0.074,0.641,0.284,0.9332
0.123,0.818,0.058,-0.8066
0.0,0.788,0.212,0.968
0.074,0.845,0.081,0.134
0.029,0.731,0.239,0.9413
0.0,0.921,0.079,0.7184
0.062,0.848,0.09,0.6542
0.089,0.838,0.073,0.0653
0.234,0.755,0.011,-0.9843
0.244,0.756,0.0,-0.9883
0.087,0.871,0.042,-0.4039
0.097,0.863,0.04,-0.8303
0.0,0.835,0.165,0.8582
0.019,0.915,0.066,0.753
0.038,0.793,0.169,0.849
0.05,0.895,0.055,0.1822
0.074,0.893,0.033,-0.3428
0.104,0.821,0.075,-0.9414
0.077,0.839,0.083,0.3808
0.079,0.834,0.088,0.4125
0.085,0.782,0.133,0.7085
0.068,0.829,0.103,0.6261
0.105,0.841,0.054,-0.8442
0.264,0.674,0.062,-0.9318
0.085,0.82,0.096,0.6366
0.056,0.879,0.065,0.0565
0.045,0.687,0.268,0.9422
0.052,0.846,0.102,0.606
0.066,0.752,0.182,0.9923
0.021,0.805,0.174,0.9345
0.065,0.852,0.083,0.5804
0.089,0.869,0.042,-0.8268
0.081,0.859,0.06,-0.4201
0.081,0.797,0.122,0.7034
0.0,0.783,0.217,0.8462
0.02,0.656,0.324,0.9815
0.073,0.804,0.123,0.955
0.083,0.851,0.066,-0.1416
0.091,0.801,0.108,0.2146
0.063,0.891,0.046,-0.7343
0.059,0.815,0.126,0.8787
0.092,0.869,0.039,-0.9172
0.099,0.819,0.082,-0.4497
0.113,0.78,0.107,-0.3616
0.237,0.689,0.074,-0.924
0.141,0.788,0.071,-0.7652
0.105,0.732,0.163,0.3378
0.075,0.894,0.031,-0.5941
0.054,0.919,0.027,-0.4019
0.024,0.82,0.157,0.913
0.081,0.842,0.077,-0.1162
0.046,0.894,0.06,0.4835
0.022,0.978,0.0,-0.1027
0.274,0.726,0.0,-0.5994
0.087,0.803,0.11,0.1144
0.0,0.808,0.192,0.9911
0.041,0.833,0.127,0.9627
0.0,0.782,0.218,0.9414
0.069,0.859,0.072,-0.0865
0.099,0.508,0.393,0.9459
0.0,0.82,0.18,0.9394
0.077,0.764,0.159,0.9227
0.08,0.864,0.056,-0.3244
0.05,0.893,0.057,0.171
0.01,0.866,0.124,0.9833
0.113,0.835,0.052,-0.9702
0.18,0.745,0.075,-0.8992
0.0,0.646,0.354,0.921
0.178,0.739,0.083,-0.4767
0.0,0.661,0.339,0.9753
0.056,0.625,0.318,0.987
0.142,0.796,0.062,-0.8794
0.011,0.92,0.069,0.9001
0.188,0.719,0.093,-0.9249
0.092,0.891,0.018,-0.9273
0.107,0.877,0.016,-0.7351
0.029,0.867,0.104,0.928
0.108,0.781,0.111,0.5981
0.065,0.82,0.116,0.7681
0.025,0.882,0.093,0.9513
0.0,0.654,0.346,0.9757
0.187,0.745,0.068,-0.9267
0.057,0.792,0.15,0.8435
0.078,0.799,0.123,0.8455
0.099,0.863,0.037,-0.9365
0.0,0.764,0.236,0.9906
0.013,0.708,0.279,0.9956
0.07,0.833,0.097,0.6002
0.066,0.824,0.11,0.9356
0.084,0.851,0.065,-0.606
0.086,0.784,0.13,0.9687
0.08,0.787,0.133,0.7184
0.057,0.914,0.029,-0.8462
0.0,0.831,0.169,0.9335
0.084,0.88,0.035,-0.5346
0.073,0.88,0.047,-0.7845
0.115,0.823,0.061,-0.9694
0.164,0.69,0.147,-0.5263
0.097,0.639,0.265,0.9738
0.108,0.845,0.047,-0.8481
0.052,0.864,0.084,0.9281
0.13,0.834,0.036,-0.9459
0.077,0.839,0.085,0.145
0.067,0.835,0.097,0.7126
0.085,0.824,0.091,0.7004
0.098,0.819,0.083,-0.4414
0.034,0.807,0.158,0.8402
0.088,0.863,0.05,-0.7184
0.038,0.911,0.051,0.1154
0.077,0.823,0.1,0.5647
0.085,0.771,0.143,0.9111
0.06,0.879,0.061,0.6659
0.124,0.718,0.158,0.956
0.046,0.766,0.188,0.9912
0.091,0.843,0.066,-0.8653
0.028,0.933,0.039,0.0772
0.017,0.726,0.257,0.9504
0.007,0.9,0.093,0.9401
0.194,0.769,0.037,-0.9174
0.151,0.77,0.079,-0.9579
0.05,0.787,0.163,0.9488
0.0,0.845,0.155,0.9312
0.042,0.875,0.083,0.4767
0.013,0.881,0.106,0.9173
0.079,0.847,0.073,-0.0449
0.0,0.849,0.151,0.9512
0.081,0.853,0.066,-0.5789
0.085,0.702,0.212,0.9451
0.045,0.826,0.13,0.6757
0.055,0.703,0.242,0.9643
0.0,0.844,0.156,0.938
0.04,0.879,0.081,0.6461
0.118,0.858,0.023,-0.8388
0.069,0.769,0.162,0.9731
0.148,0.795,0.056,-0.9612
0.082,0.755,0.163,0.9293
0.021,0.694,0.285,0.9891
0.018,0.796,0.187,0.9709
0.09,0.771,0.138,0.8201
0.113,0.712,0.175,0.7042
0.0,0.712,0.288,0.9932
0.025,0.895,0.08,0.8014
0.0,0.668,0.332,0.9604
0.066,0.77,0.163,0.9547
0.074,0.799,0.127,0.8149
0.116,0.807,0.078,-0.6241
0.063,0.848,0.089,0.5859
0.0,0.797,0.203,0.8655
0.046,0.937,0.016,-0.5059
0.039,0.833,0.128,0.9532
0.071,0.72,0.209,0.8807
0.022,0.824,0.155,0.9645
0.08,0.789,0.131,0.2299
0.087,0.813,0.099,0.2208
0.15,0.811,0.039,-0.9381
0.051,0.917,0.032,-0.542
0.09,0.824,0.086,0.1582
0.213,0.75,0.037,-0.8621
0.0,0.772,0.228,0.9077
0.14,0.847,0.012,-0.9062
0.09,0.858,0.052,-0.541
0.027,0.832,0.141,0.801
0.084,0.859,0.057,-0.77
0.061,0.928,0.011,-0.8516
0.121,0.838,0.041,-0.9059
0.105,0.857,0.038,-0.8652
0.087,0.83,0.083,0.4497
0.149,0.837,0.014,-0.9371
0.084,0.641,0.275,0.9602
0.107,0.847,0.046,-0.6808
0.078,0.834,0.088,0.4419
0.079,0.886,0.036,-0.8782
0.057,0.755,0.188,0.8935
0.093,0.86,0.047,-0.6363
0.027,0.85,0.123,0.8519
0.132,0.722,0.146,0.4162
0.048,0.867,0.085,0.7935
0.06,0.813,0.127,0.8286
0.153,0.749,0.098,-0.3291
0.126,0.803,0.071,-0.836
0.067,0.751,0.182,0.9462
0.084,0.849,0.067,-0.4391
0.055,0.667,0.278,0.9589
0.097,0.84,0.062,-0.8009
0.037,0.789,0.174,0.9756
0.0,0.502,0.498,0.9831
0.123,0.847,0.03,-0.9451
0.044,0.678,0.279,0.994
0.043,0.919,0.038,0.0249
0.021,0.8,0.179,0.9571
0.066,0.867,0.067,0.0258
0.092,0.771,0.137,0.1811
0.059,0.761,0.18,0.8898
0.015,0.914,0.071,0.8271
0.043,0.705,0.253,0.9851
0.096,0.724,0.18,0.8379
0.138,0.812,0.051,-0.7705
0.049,0.734,0.217,0.9689
0.083,0.674,0.243,0.9733
0.081,0.741,0.178,0.9374
0.051,0.788,0.161,0.7089
0.117,0.883,0.0,-0.6369
0.056,0.733,0.211,0.9955
0.091,0.785,0.123,0.4754
0.038,0.775,0.188,0.9943
0.065,0.771,0.165,0.9808
0.098,0.7,0.202,0.8393
0.105,0.814,0.081,-0.5574
