neg,neu,pos,compound
0.06,0.81,0.13,0.8621
0.069,0.808,0.123,0.9483
0.163,0.815,0.022,-0.9259
0.075,0.925,0.0,-0.756
0.109,0.827,0.065,-0.6345
0.107,0.805,0.087,-0.11
0.079,0.813,0.107,0.2716
0.215,0.66,0.125,-0.5719
0.111,0.842,0.047,-0.6861
0.215,0.66,0.125,-0.5719
0.069,0.856,0.075,0.6564
0.056,0.901,0.043,-0.1618
0.084,0.792,0.125,0.7761
0.069,0.752,0.179,0.9775
0.083,0.868,0.048,-0.8317
0.075,0.821,0.104,0.6777
0.0,0.552,0.448,0.9652
0.078,0.831,0.091,0.4369
0.206,0.727,0.067,-0.9356
0.112,0.719,0.169,0.7153
0.095,0.827,0.078,-0.3699
0.091,0.857,0.053,-0.9635
0.122,0.752,0.126,-0.1378
0.223,0.747,0.031,-0.9857
0.091,0.893,0.016,-0.8718
0.017,0.894,0.089,0.8625
0.0,0.733,0.267,0.9628
0.028,0.492,0.48,0.9903
0.111,0.749,0.141,0.1882
0.124,0.839,0.037,-0.6712
0.059,0.91,0.031,-0.5579
0.079,0.667,0.254,0.9711
0.069,0.849,0.081,0.5966
0.043,0.893,0.064,0.6588
0.104,0.741,0.155,0.4894
0.0,0.886,0.114,0.5994
0.064,0.726,0.211,0.9073
0.064,0.788,0.148,0.9466
0.0,0.846,0.154,0.8955
0.045,0.742,0.213,0.9529
0.0,0.736,0.264,0.9225
0.035,0.885,0.079,0.4855
0.011,0.79,0.199,0.9828
0.0,0.791,0.209,0.9508
0.026,0.814,0.16,0.7099
0.141,0.794,0.065,-0.7935
0.031,0.88,0.09,0.9698
0.039,0.739,0.222,0.9901
0.141,0.794,0.065,-0.7935
0.031,0.88,0.09,0.9698
0.039,0.739,0.222,0.9901
0.067,0.64,0.293,0.9764
0.141,0.746,0.113,-0.7631
0.043,0.783,0.174,0.9924
0.067,0.709,0.224,0.9442
0.188,0.67,0.143,-0.9161
0.099,0.799,0.102,-0.4776
0.0,0.776,0.224,0.9517
0.032,0.666,0.302,0.992
0.026,0.736,0.239,0.9929
0.0,0.721,0.279,0.9839
0.053,0.843,0.104,0.9615
0.023,0.743,0.234,0.9748
0.129,0.701,0.171,0.4215
0.058,0.772,0.17,0.9841
0.0,0.92,0.08,0.8834
0.012,0.819,0.169,0.9817
0.013,0.739,0.248,0.9904
0.035,0.835,0.131,0.8467
0.052,0.771,0.177,0.8773
0.022,0.658,0.32,0.9983
0.0,0.847,0.153,0.946
0.033,0.887,0.08,0.4753
0.0,0.747,0.253,0.8883
0.079,0.684,0.238,0.9925
0.037,0.736,0.227,0.9806
0.0,0.662,0.338,0.9735
0.089,0.866,0.045,-0.5938
0.046,0.748,0.206,0.9931
0.0,0.641,0.359,0.9877
0.069,0.829,0.101,0.8278
0.109,0.672,0.22,0.9016
0.035,0.746,0.218,0.9848
0.127,0.696,0.177,0.8539
0.064,0.802,0.134,0.8635
0.088,0.817,0.095,0.3802
0.0,0.925,0.075,0.7961
0.016,0.807,0.177,0.9288
0.091,0.792,0.116,0.6874
0.091,0.806,0.103,0.6062
0.0,0.678,0.322,0.9477
0.034,0.753,0.213,0.9922
0.107,0.832,0.06,-0.3098
0.144,0.84,0.017,-0.9464
0.051,0.834,0.115,0.9662
0.034,0.926,0.041,0.2732
0.061,0.939,0.0,-0.5583
0.118,0.837,0.045,-0.7017
0.061,0.939,0.0,-0.5583
0.118,0.837,0.045,-0.7017
0.091,0.696,0.213,0.9295
0.225,0.744,0.03,-0.9524
0.068,0.815,0.117,0.875
0.061,0.871,0.068,0.369
0.042,0.838,0.12,0.6722
0.067,0.77,0.163,0.755
0.055,0.884,0.061,0.465
0.152,0.798,0.051,-0.8585
0.083,0.824,0.093,0.5448
0.057,0.75,0.193,0.9664
0.075,0.893,0.031,-0.8867
0.0,1.0,0.0,0.0
0.086,0.807,0.107,0.4491
0.044,0.776,0.18,0.935
0.084,0.837,0.079,0.2928
0.074,0.789,0.137,0.9253
0.108,0.819,0.074,-0.5466
0.051,0.949,0.0,-0.6272
0.02,0.771,0.209,0.9702
0.059,0.784,0.157,0.9776
0.024,0.856,0.12,0.701
0.069,0.778,0.153,0.945
0.0,0.775,0.225,0.9873
0.046,0.843,0.112,0.9705
0.101,0.788,0.11,0.3182
0.0,0.737,0.263,0.8922
0.088,0.784,0.128,0.5411
0.0,0.759,0.241,0.9502
0.06,0.872,0.068,0.1371
0.027,0.905,0.068,0.5983
0.013,0.784,0.203,0.9893
0.0,0.691,0.309,0.9726
0.0,0.874,0.126,0.9517
0.148,0.812,0.04,-0.8741
0.046,0.765,0.189,0.9956
0.042,0.728,0.23,0.9601
0.022,0.72,0.258,0.9496
0.093,0.835,0.072,-0.6258
0.0,0.853,0.147,0.9421
0.086,0.836,0.078,-0.3787
0.031,0.773,0.196,0.9481
0.109,0.74,0.151,0.61
0.078,0.788,0.134,0.9008
0.035,0.793,0.172,0.9745
0.035,0.639,0.326,0.962
0.061,0.762,0.177,0.9057
0.0,0.7,0.3,0.9768
0.059,0.725,0.217,0.9628
0.0,0.7,0.3,0.9768
0.059,0.725,0.217,0.9628
0.05,0.825,0.125,0.9463
0.04,0.865,0.095,0.9012
0.117,0.697,0.185,0.7535
0.068,0.824,0.107,0.6713
0.072,0.861,0.066,0.128
0.071,0.912,0.017,-0.6558
0.024,0.707,0.269,0.9925
0.067,0.871,0.062,-0.1923
0.071,0.845,0.084,0.7245
0.046,0.655,0.299,0.9501
0.078,0.876,0.046,-0.6772
0.09,0.778,0.132,0.6958
0.081,0.717,0.202,0.9874
0.1,0.793,0.107,0.2975
0.065,0.881,0.054,-0.343
0.055,0.802,0.143,0.9414
0.0,0.694,0.306,0.9479
0.026,0.852,0.122,0.8482
0.081,0.717,0.202,0.9874
0.1,0.793,0.107,0.2975
0.104,0.843,0.052,-0.7184
0.106,0.803,0.09,-0.3541
0.064,0.798,0.139,0.8805
0.033,0.878,0.089,0.4215
0.111,0.855,0.034,-0.942
0.085,0.906,0.008,-0.92
0.06,0.811,0.129,0.9281
0.045,0.855,0.1,0.8442
0.108,0.819,0.073,-0.7713
0.111,0.855,0.034,-0.942
0.085,0.906,0.008,-0.92
0.06,0.811,0.129,0.9281
0.045,0.855,0.1,0.8442
0.053,0.904,0.043,0.05
0.07,0.89,0.039,-0.4588
0.163,0.819,0.018,-0.9231
0.127,0.849,0.024,-0.9876
0.074,0.863,0.064,-0.2124
0.074,0.863,0.064,-0.2124
0.044,0.664,0.293,0.997
0.062,0.713,0.225,0.9911
0.11,0.849,0.041,-0.9598
0.105,0.731,0.164,0.687
0.091,0.833,0.076,-0.2451
0.181,0.699,0.12,-0.5228
0.0,0.884,0.116,0.7952
0.081,0.625,0.293,0.9041
0.097,0.844,0.059,-0.8083
0.11,0.849,0.041,-0.9598
0.105,0.731,0.164,0.687
0.091,0.833,0.076,-0.2451
0.059,0.769,0.173,0.9844
0.025,0.855,0.121,0.9684
0.09,0.843,0.066,-0.8587
0.041,0.814,0.146,0.9896
0.092,0.841,0.067,-0.6585
0.053,0.69,0.257,0.9773
0.032,0.766,0.202,0.9096
0.069,0.79,0.141,0.9218
0.015,0.783,0.203,0.9931
0.116,0.812,0.072,-0.5106
0.104,0.787,0.108,0.2023
0.046,0.775,0.178,0.9429
0.058,0.89,0.052,0.2263
0.031,0.743,0.227,0.9498
0.05,0.833,0.117,0.9857
0.033,0.644,0.322,0.9781
0.0,0.805,0.195,0.9607
0.0,0.831,0.169,0.9655
0.065,0.818,0.117,0.9072
0.019,0.753,0.228,0.9846
0.16,0.84,0.0,-0.7874
0.066,0.732,0.201,0.7579
0.0,0.707,0.293,0.9814
0.211,0.746,0.043,-0.9816
0.089,0.872,0.039,-0.7102
0.073,0.865,0.062,-0.3534
0.051,0.949,0.0,-0.2755
0.073,0.865,0.062,-0.3534
0.051,0.949,0.0,-0.2755
0.184,0.712,0.105,-0.611
0.0,0.891,0.109,0.8519
0.0,0.837,0.163,0.949
0.062,0.701,0.236,0.9589
0.067,0.816,0.118,0.3071
0.108,0.626,0.266,0.984
0.075,0.735,0.19,0.9798
0.0,0.729,0.271,0.9982
0.075,0.735,0.19,0.9798
0.0,0.729,0.271,0.9982
0.088,0.838,0.074,0.0516
0.034,0.788,0.178,0.9869
0.059,0.755,0.186,0.9223
0.039,0.879,0.081,0.9492
0.022,0.801,0.177,0.9937
0.037,0.687,0.276,0.9896
0.0,0.681,0.319,0.9267
0.114,0.853,0.033,-0.8919
0.058,0.864,0.079,0.8385
0.081,0.897,0.022,-0.9468
0.044,0.908,0.048,0.0552
0.078,0.889,0.033,-0.745
0.063,0.713,0.223,0.8334
0.0,0.736,0.264,0.9805
0.0,0.574,0.426,0.9938
0.115,0.826,0.059,-0.9441
0.025,0.827,0.148,0.872
0.096,0.82,0.084,-0.3043
0.024,0.836,0.14,0.935
0.068,0.824,0.108,0.7839
0.0,0.614,0.386,0.9753
0.032,0.945,0.023,-0.1223
0.092,0.823,0.085,0.0058
0.109,0.742,0.149,0.786
0.075,0.74,0.185,0.9687
0.105,0.839,0.056,-0.7218
0.061,0.729,0.21,0.9095
0.079,0.882,0.039,-0.8645
0.017,0.701,0.282,0.9974
0.024,0.932,0.044,0.2382
0.066,0.934,0.0,-0.5256
0.191,0.752,0.058,-0.9848
0.113,0.81,0.077,-0.1779
0.071,0.818,0.112,0.7088
0.026,0.861,0.113,0.9653
0.046,0.882,0.072,0.5838
0.149,0.725,0.126,-0.2838
0.014,0.831,0.155,0.9701
0.026,0.861,0.113,0.9653
0.046,0.882,0.072,0.5838
0.161,0.676,0.163,0.0848
0.096,0.7,0.205,0.982
0.117,0.81,0.072,-0.8568
0.193,0.754,0.052,-0.8316
0.051,0.775,0.174,0.9955
0.127,0.724,0.149,0.79
0.0,0.857,0.143,0.9678
0.087,0.814,0.098,0.5221
0.065,0.831,0.104,0.9395
0.039,0.677,0.284,0.926
0.051,0.816,0.133,0.9349
0.087,0.814,0.098,0.5221
0.091,0.764,0.144,0.7933
0.078,0.809,0.113,0.9157
0.103,0.705,0.192,0.9486
0.048,0.721,0.231,0.9942
0.059,0.769,0.172,0.9718
0.066,0.713,0.22,0.9116
0.062,0.904,0.034,-0.8283
0.068,0.844,0.088,0.7456
0.132,0.786,0.083,-0.8581
0.083,0.691,0.227,0.9562
0.0,0.615,0.385,0.9949
0.159,0.733,0.108,-0.8406
0.064,0.823,0.113,0.8375
0.036,0.869,0.095,0.6161
0.124,0.876,0.0,-0.8227
0.065,0.767,0.168,0.8469
0.045,0.819,0.136,0.8119
0.068,0.845,0.087,0.6605
0.018,0.707,0.274,0.9862
0.088,0.839,0.073,-0.3527
0.063,0.802,0.136,0.9872
0.125,0.732,0.144,0.4882
0.075,0.887,0.037,-0.5267
0.04,0.907,0.054,0.3802
0.022,0.822,0.157,0.9825
0.032,0.832,0.136,0.9001
0.04,0.907,0.054,0.3802
0.077,0.871,0.052,-0.4673
0.0,0.812,0.188,0.9081
0.0,0.796,0.204,0.9778
0.119,0.797,0.084,-0.7871
0.049,0.881,0.07,0.8352
0.06,0.711,0.229,0.9694
0.128,0.688,0.184,0.9149
0.0,0.825,0.175,0.9584
0.0,0.856,0.144,0.4927
0.219,0.698,0.082,-0.9106
0.053,0.75,0.197,0.976
0.043,0.846,0.111,0.9022
0.039,0.909,0.053,0.5423
0.0,0.825,0.175,0.9584
0.0,0.856,0.144,0.4927
0.058,0.865,0.077,0.3709
0.058,0.691,0.252,0.8607
0.052,0.768,0.18,0.9855
0.086,0.637,0.276,0.9449
0.086,0.813,0.101,0.7722
0.053,0.738,0.21,0.9847
0.077,0.858,0.065,0.2505
0.084,0.871,0.045,-0.6905
0.131,0.869,0.0,-0.817
0.049,0.674,0.277,0.8788
0.089,0.868,0.043,-0.8019
0.088,0.745,0.166,0.9713
0.033,0.73,0.237,0.8942
0.311,0.542,0.147,-0.8884
0.037,0.833,0.13,0.9627
0.103,0.813,0.084,-0.6459
0.057,0.838,0.104,0.8722
0.311,0.542,0.147,-0.8884
0.023,0.682,0.295,0.9761
0.0,0.579,0.421,0.9676
0.043,0.881,0.076,0.6476
0.021,0.767,0.212,0.9349
0.0,0.797,0.203,0.9559
0.106,0.75,0.144,0.545
0.021,0.767,0.212,0.9349
0.0,0.797,0.203,0.9559
0.106,0.75,0.144,0.545
0.099,0.767,0.134,0.6249
0.019,0.706,0.275,0.9953
0.049,0.834,0.116,0.8574
0.0,0.872,0.128,0.7935
0.141,0.834,0.024,-0.9729
0.056,0.826,0.118,0.7897
0.08,0.816,0.104,0.9314
0.094,0.789,0.117,0.5408
0.029,0.8,0.17,0.8073
0.0,0.646,0.354,0.996
0.056,0.913,0.031,-0.3791
0.045,0.714,0.242,0.8647
0.15,0.766,0.084,-0.5577
0.0,0.76,0.24,0.9686
0.0,0.744,0.256,0.8225
0.018,0.644,0.338,0.9946
0.136,0.74,0.124,-0.4736
0.069,0.905,0.026,-0.5413
0.053,0.819,0.128,0.9698
0.148,0.769,0.083,-0.8193
0.017,0.763,0.22,0.9717
0.064,0.861,0.075,0.1063
0.177,0.715,0.108,-0.9744
0.079,0.712,0.209,0.853
0.075,0.843,0.083,0.5505
0.141,0.709,0.15,-0.2973
0.133,0.792,0.074,-0.6115
0.074,0.833,0.092,0.7159
0.17,0.802,0.028,-0.9349
0.122,0.737,0.141,0.5035
0.133,0.792,0.074,-0.6115
0.039,0.885,0.076,0.9509
0.017,0.951,0.032,0.1779
0.046,0.713,0.241,0.9608
0.145,0.814,0.041,-0.7178
0.074,0.691,0.235,0.861
0.017,0.913,0.07,0.7215
0.063,0.864,0.073,0.3472
0.074,0.691,0.235,0.861
0.071,0.641,0.288,0.9682
0.122,0.817,0.061,-0.5267
0.117,0.68,0.203,0.936
0.133,0.805,0.062,-0.7388
0.051,0.865,0.085,0.6641
0.0,0.579,0.421,0.9201
0.061,0.66,0.279,0.9217
0.056,0.672,0.272,0.9971
0.012,0.823,0.166,0.9803
0.071,0.641,0.288,0.9682
0.122,0.817,0.061,-0.5267
0.117,0.68,0.203,0.936
0.133,0.805,0.062,-0.7388
0.051,0.865,0.085,0.6641
0.116,0.821,0.063,-0.9773
0.0,0.795,0.205,0.7346
0.067,0.856,0.077,0.2601
0.121,0.815,0.065,-0.8868
0.113,0.721,0.166,0.9345
0.125,0.7,0.175,0.3182
0.116,0.821,0.063,-0.9773
0.0,0.795,0.205,0.7346
0.067,0.856,0.077,0.2601
0.121,0.815,0.065,-0.8868
0.148,0.812,0.04,-0.8893
0.079,0.867,0.054,-0.4588
0.0,0.741,0.259,0.8687
0.1,0.744,0.156,0.8496
0.058,0.879,0.063,0.476
0.0,0.741,0.259,0.8687
0.1,0.744,0.156,0.8496
0.078,0.794,0.128,0.7346
0.067,0.848,0.086,0.0396
0.038,0.767,0.195,0.9501
0.033,0.87,0.098,0.9084
0.1,0.859,0.041,-0.7814
0.012,0.94,0.048,0.6858
0.085,0.816,0.098,0.6599
0.056,0.834,0.11,0.8367
0.017,0.756,0.228,0.9983
0.108,0.834,0.058,-0.6661
0.137,0.802,0.061,-0.9261
0.012,0.94,0.048,0.6858
0.085,0.816,0.098,0.6599
0.071,0.892,0.037,-0.8263
0.109,0.833,0.058,-0.8716
0.08,0.868,0.053,-0.5704
0.035,0.803,0.162,0.9648
0.12,0.88,0.0,-0.5423
0.107,0.865,0.028,-0.893
0.139,0.773,0.088,-0.8462
0.093,0.835,0.072,-0.5291
0.0,0.624,0.376,0.9016
0.211,0.724,0.065,-0.7233
0.072,0.713,0.215,0.9283
0.068,0.742,0.19,0.9952
0.054,0.905,0.041,-0.2517
0.088,0.834,0.078,-0.128
0.054,0.905,0.041,-0.2517
0.088,0.834,0.078,-0.128
0.1,0.751,0.149,0.9081
0.05,0.669,0.28,0.9573
0.076,0.759,0.164,0.9472
0.271,0.598,0.131,-0.7258
0.037,0.83,0.133,0.7574
0.088,0.891,0.021,-0.8436
0.144,0.707,0.149,0.5494
0.117,0.827,0.055,-0.8342
0.117,0.827,0.055,-0.8342
0.076,0.799,0.125,0.6151
0.0,0.743,0.257,0.9826
0.0,0.812,0.188,0.9885
0.118,0.708,0.174,0.5263
0.059,0.841,0.1,0.5566
0.054,0.809,0.137,0.9798
0.061,0.782,0.157,0.992
0.139,0.73,0.131,0.4582
0.0,0.764,0.236,0.9725
0.054,0.809,0.137,0.9798
0.081,0.903,0.016,-0.9408
0.019,0.853,0.128,0.7688
0.0,0.791,0.209,0.9472
0.0,0.727,0.273,0.9838
0.0,0.693,0.307,0.923
0.137,0.767,0.095,-0.7542
0.04,0.615,0.346,0.9715
0.018,0.799,0.183,0.9542
0.189,0.726,0.086,-0.974
0.09,0.745,0.165,0.6378
0.0,0.94,0.06,0.4215
0.0,0.63,0.37,0.9842
0.018,0.799,0.183,0.9542
0.0,0.91,0.09,0.7579
0.0,0.824,0.176,0.9749
0.075,0.88,0.046,-0.8338
0.09,0.857,0.053,-0.7342
0.068,0.783,0.148,0.9147
0.054,0.823,0.122,0.8231
0.0,0.684,0.316,0.9705
0.0,0.91,0.09,0.7579
0.036,0.853,0.11,0.8707
0.059,0.909,0.032,-0.6388
0.154,0.777,0.069,-0.867
0.141,0.752,0.107,-0.4158
0.046,0.817,0.137,0.9371
0.213,0.714,0.073,-0.9142
0.04,0.727,0.233,0.984
0.034,0.846,0.12,0.9741
0.028,0.972,0.0,-0.2023
0.017,0.81,0.173,0.8858
0.167,0.762,0.071,-0.9413
0.0,0.836,0.164,0.8628
0.019,0.836,0.146,0.8734
0.135,0.789,0.076,-0.8612
0.145,0.724,0.131,-0.5802
0.137,0.711,0.151,0.412
0.044,0.755,0.202,0.9791
0.04,0.766,0.194,0.9672
0.044,0.877,0.079,0.6439
0.055,0.791,0.155,0.969
0.093,0.853,0.054,-0.6167
0.044,0.861,0.095,0.899
0.05,0.8,0.15,0.9739
0.135,0.789,0.076,-0.8612
0.145,0.724,0.131,-0.5802
0.105,0.871,0.024,-0.8201
0.103,0.837,0.06,-0.5305
0.0,0.836,0.164,0.9562
0.038,0.786,0.177,0.9477
0.105,0.871,0.024,-0.8201
0.103,0.837,0.06,-0.5305
0.0,0.836,0.164,0.9562
0.075,0.863,0.062,-0.4408
0.069,0.692,0.239,0.984
0.094,0.846,0.06,-0.6999
0.017,0.917,0.066,0.8186
0.0,0.753,0.247,0.9468
0.028,0.741,0.231,0.9884
0.107,0.849,0.045,-0.8528
0.103,0.822,0.074,-0.6655
0.08,0.796,0.124,0.8778
0.033,0.809,0.158,0.8867
0.0,0.739,0.261,0.908
0.0,0.753,0.247,0.9468
0.028,0.741,0.231,0.9884
0.026,0.771,0.203,0.9862
0.053,0.799,0.148,0.8244
0.061,0.849,0.091,0.8316
0.038,0.732,0.231,0.9817
0.015,0.704,0.282,0.9867
0.051,0.847,0.102,0.8966
0.119,0.77,0.111,-0.2252
0.103,0.868,0.029,-0.6249
0.053,0.841,0.106,0.9369
0.025,0.854,0.121,0.9759
0.026,0.826,0.148,0.918
0.119,0.816,0.064,-0.6249
0.093,0.729,0.178,0.8963
0.119,0.816,0.064,-0.6249
0.055,0.87,0.074,0.6467
0.059,0.792,0.149,0.972
0.0,0.707,0.293,0.9631
0.046,0.756,0.199,0.9911
0.077,0.787,0.136,0.8775
0.0,0.601,0.399,0.9273
0.0,0.823,0.177,0.8777
0.109,0.82,0.071,-0.928
0.022,0.816,0.161,0.9735
0.049,0.787,0.164,0.9567
0.085,0.85,0.065,0.0
0.148,0.676,0.176,0.6986
0.022,0.853,0.124,0.8382
0.181,0.748,0.071,-0.9438
0.0,0.833,0.167,0.7184
0.0,0.741,0.259,0.8271
0.082,0.79,0.128,0.6908
0.03,0.836,0.134,0.7717
0.038,0.787,0.176,0.9921
0.03,0.836,0.134,0.7717
0.038,0.787,0.176,0.9921
0.095,0.813,0.092,-0.1027
0.062,0.938,0.0,-0.4404
0.061,0.859,0.08,0.6757
0.0,0.872,0.128,0.5719
0.0,0.854,0.146,0.9265
0.061,0.873,0.067,0.7633
0.044,0.884,0.072,0.4491
0.086,0.897,0.017,-0.8537
0.061,0.873,0.067,0.7633
0.044,0.884,0.072,0.4491
0.086,0.897,0.017,-0.8537
0.0,0.917,0.083,0.7003
0.093,0.872,0.035,-0.8707
0.0,0.736,0.264,0.9577
0.054,0.793,0.153,0.831
0.074,0.834,0.092,0.5177
0.038,0.694,0.268,0.9815
0.027,0.86,0.112,0.9767
0.038,0.694,0.268,0.9815
0.027,0.86,0.112,0.9767
0.228,0.603,0.169,-0.3246
0.319,0.555,0.126,-0.902
0.128,0.765,0.108,-0.7285
0.023,0.678,0.298,0.994
0.0,0.761,0.239,0.9895
0.17,0.756,0.074,-0.9215
0.123,0.827,0.049,-0.9586
0.087,0.844,0.07,-0.296
0.03,0.783,0.187,0.765
0.026,0.833,0.141,0.9366
0.038,0.943,0.019,-0.2598
0.122,0.856,0.022,-0.8847
0.0,0.726,0.274,0.9777
0.063,0.839,0.098,0.5022
0.051,0.679,0.27,0.9694
0.018,0.899,0.083,0.728
0.049,0.723,0.228,0.9852
0.047,0.906,0.047,0.296
0.0,0.699,0.301,0.9414
0.082,0.822,0.096,0.7709
0.097,0.732,0.171,0.9333
0.042,0.809,0.149,0.9485
0.136,0.797,0.067,-0.8165
0.0,0.708,0.292,0.9524
0.145,0.779,0.076,-0.8576
0.022,0.819,0.158,0.9793
0.12,0.682,0.198,0.8462
0.052,0.829,0.119,0.8788
0.0,0.708,0.292,0.9524
0.145,0.779,0.076,-0.8576
0.09,0.771,0.138,0.204
0.012,0.856,0.132,0.91
0.138,0.841,0.021,-0.9324
0.087,0.858,0.055,-0.3197
0.102,0.829,0.07,-0.7572
0.088,0.756,0.156,0.8437
0.06,0.871,0.068,0.4692
0.098,0.832,0.07,-0.4405
0.089,0.701,0.21,0.7501
0.071,0.82,0.109,0.9152
0.047,0.875,0.078,0.2444
0.106,0.84,0.054,-0.8047
0.071,0.891,0.038,-0.8485
0.066,0.837,0.098,0.6537
0.056,0.849,0.094,0.8242
0.168,0.805,0.027,-0.8537
0.123,0.673,0.204,0.3716
0.034,0.799,0.167,0.9442
0.087,0.785,0.128,0.8614
0.029,0.626,0.346,0.9877
0.123,0.673,0.204,0.3716
0.129,0.821,0.05,-0.9432
0.155,0.747,0.098,-0.9423
0.212,0.706,0.082,-0.9469
0.064,0.872,0.064,0.0044
0.053,0.865,0.082,0.7583
0.014,0.696,0.29,0.9825
0.191,0.746,0.063,-0.9739
0.067,0.836,0.097,0.9181
0.07,0.831,0.099,0.5719
0.053,0.865,0.082,0.7583
0.014,0.696,0.29,0.9825
0.0,0.713,0.287,0.9767
0.0,0.695,0.305,0.9816
0.047,0.76,0.193,0.9803
0.128,0.799,0.073,-0.5023
0.0,0.897,0.103,0.6696
0.067,0.687,0.246,0.964
0.016,0.944,0.04,0.2732
0.067,0.687,0.246,0.964
0.012,0.863,0.125,0.9269
0.194,0.636,0.17,-0.3553
0.053,0.758,0.189,0.9701
0.1,0.837,0.062,-0.639
0.034,0.797,0.169,0.8983
0.046,0.868,0.086,0.5641
0.09,0.827,0.083,-0.5326
0.085,0.834,0.081,0.1188
0.0,0.721,0.279,0.9419
0.046,0.868,0.086,0.5641
0.09,0.827,0.083,-0.5326
0.085,0.834,0.081,0.1188
0.018,0.789,0.193,0.9842
0.101,0.878,0.021,-0.9001
0.163,0.732,0.105,-0.871
0.033,0.548,0.419,0.9855
0.096,0.774,0.13,0.6318
0.018,0.837,0.146,0.81
0.101,0.878,0.021,-0.9001
0.07,0.892,0.038,-0.34
0.0,0.639,0.361,0.9412
0.0,0.909,0.091,0.7645
0.022,0.714,0.265,0.9796
0.105,0.803,0.092,-0.2673
0.0,0.769,0.231,0.9698
0.084,0.82,0.096,0.2006
0.02,0.804,0.177,0.9413
0.081,0.838,0.081,0.5727
0.084,0.82,0.096,0.2006
0.02,0.804,0.177,0.9413
0.081,0.838,0.081,0.5727
0.053,0.83,0.117,0.7855
0.071,0.807,0.122,0.4866
0.035,0.829,0.136,0.961
0.02,0.713,0.267,0.9565
0.076,0.825,0.099,0.321
0.122,0.836,0.042,-0.9448
0.023,0.797,0.18,0.9684
0.078,0.866,0.056,-0.7096
0.026,0.847,0.126,0.846
0.122,0.837,0.041,-0.7184
0.074,0.76,0.166,0.8732
0.138,0.767,0.095,-0.445
0.081,0.675,0.243,0.9823
0.053,0.829,0.117,0.5734
0.115,0.727,0.159,0.5416
0.037,0.646,0.317,0.9702
0.117,0.842,0.042,-0.9734
0.142,0.669,0.189,0.2892
0.0,0.838,0.162,0.9629
0.115,0.73,0.154,0.9794
0.0,0.624,0.376,0.9685
0.087,0.832,0.081,-0.4244
0.101,0.86,0.039,-0.9857
0.113,0.85,0.036,-0.7441
0.035,0.802,0.162,0.9745
0.088,0.831,0.081,-0.6295
0.024,0.829,0.147,0.9777
0.021,0.666,0.313,0.9704
0.14,0.839,0.021,-0.9062
0.035,0.777,0.188,0.99
0.036,0.913,0.051,0.6035
0.097,0.763,0.14,0.7543
0.0,0.706,0.294,0.9859
0.04,0.753,0.207,0.9598
0.085,0.72,0.196,0.974
0.013,0.804,0.182,0.9255
0.063,0.867,0.07,0.0701
0.085,0.72,0.196,0.974
0.013,0.804,0.182,0.9255
0.0,0.879,0.121,0.8051
0.099,0.859,0.042,-0.8523
0.162,0.838,0.0,-0.8357
0.147,0.825,0.029,-0.9617
0.067,0.901,0.032,-0.6823
0.098,0.789,0.113,0.3915
0.1,0.8,0.1,-0.235
0.022,0.669,0.309,0.9787
0.113,0.727,0.16,0.7256
0.022,0.812,0.166,0.8807
0.0,0.659,0.341,0.9388
0.022,0.818,0.16,0.9773
0.094,0.853,0.053,-0.719
0.095,0.815,0.09,0.0027
0.0,0.892,0.108,0.6705
0.025,0.802,0.173,0.875
0.177,0.716,0.107,-0.6562
0.123,0.76,0.118,-0.2359
0.094,0.848,0.058,-0.7254
0.025,0.873,0.102,0.9129
0.1,0.879,0.021,-0.8763
0.067,0.877,0.056,-0.2003
0.041,0.776,0.182,0.9864
0.057,0.865,0.078,0.3423
0.071,0.834,0.095,0.4417
0.027,0.667,0.306,0.984
0.0,0.712,0.288,0.872
0.056,0.875,0.069,0.4516
0.0,0.711,0.289,0.9148
0.078,0.795,0.126,0.8096
